Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 18:43:25.402,2.134,-0.601,3.91,-0.987,0.052,1.138,-0.084,-0.363,-0.054,0.039,-0.066,6.166,2163910,,,-0.0009,0.5792,-32.0,PhaseCorr: err=-0.0009 est_freq=0.5792 Hz corr=-32
2025/12/26 18:43:25.503,1.644,0.197,3.183,-1.287,0.099,1.14,-0.096,-0.243,-0.077,0.943,-0.168,5.942,2164010,,,-0.0009,0.5792,-32.0,PhaseCorr: err=-0.0009 est_freq=0.5792 Hz corr=-32
2025/12/26 18:43:25.602,2.068,-0.115,4.336,-1.38,0.107,1.196,-0.104,-0.185,-0.083,1.473,-0.215,5.319,2164110,,,-0.0009,0.5792,-32.0,PhaseCorr: err=-0.0009 est_freq=0.5792 Hz corr=-32
2025/12/26 18:43:25.703,1.232,-0.557,6.01,-1.356,0.107,1.161,-0.101,-0.21,-0.081,1.571,-0.228,4.722,2164210,,,-0.0009,0.5792,-32.0,PhaseCorr: err=-0.0009 est_freq=0.5792 Hz corr=-32
2025/12/26 18:43:25.804,,,,,,,,,,,,,,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:25.805,-0.906,0.59,7.722,-1.349,0.107,1.056,-0.109,-0.274,-0.086,1.336,-0.235,4.66,2164310,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:25.903,-0.711,-0.243,7.012,-1.403,0.133,0.894,-0.066,-0.374,-0.058,0.779,-0.15,5.449,2164410,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.002,-1.647,-0.409,5.222,-1.539,0.144,0.688,-0.051,-0.515,-0.047,-0.095,-0.073,6.19,2164510,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.103,-3.154,-0.425,3.409,-1.696,0.177,0.535,-0.02,-0.644,-0.02,-1.038,0.051,6.164,2164610,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.202,-2.716,-0.267,3.566,-1.849,0.127,0.439,-0.052,-0.744,-0.054,-1.916,0.012,5.456,2164710,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.303,-1.705,-0.235,4.86,-1.842,0.096,0.444,-0.065,-0.74,-0.071,-2.355,-0.0,4.902,2164810,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.402,-1.362,-0.629,6.121,-1.734,0.079,0.463,-0.067,-0.685,-0.079,-2.442,0.003,4.719,2164910,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
2025/12/26 18:43:26.503,-1.061,0.321,6.267,-1.585,0.075,0.433,-0.059,-0.601,-0.083,-2.226,0.008,4.964,2165010,,,0.004,0.58,-320.0,PhaseCorr: err=0.0040 est_freq=0.5800 Hz corr=-320
