Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 18:50:10.185,,,,,,,,,,,,,,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.186,2.122,-0.693,4.348,0.284,0.069,-2.029,0.418,-0.764,0.096,0.938,-0.31,4.936,126040,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.282,0.873,-0.149,3.695,0.112,0.078,-2.107,0.419,-0.719,0.093,0.616,-0.247,4.421,126140,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.382,1.032,0.337,4.573,-0.073,0.122,-2.098,0.431,-0.644,0.08,0.174,-0.188,4.129,126240,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.482,0.362,-0.015,5.084,-0.355,0.194,-1.87,0.403,-0.426,0.041,-0.099,-0.146,4.24,126340,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.582,0.078,-0.197,6.211,-0.512,0.176,-1.475,0.384,-0.142,0.033,-0.227,0.015,4.792,126440,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.682,-0.868,0.093,6.647,-0.503,0.159,-1.106,0.262,0.102,-0.047,-0.3,0.019,5.705,126540,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.782,-1.296,-0.187,6.61,-0.475,0.107,-0.955,0.128,0.2,-0.138,-0.471,-0.065,6.717,126640,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.882,-1.778,-0.37,5.85,-0.454,0.092,-0.906,0.128,0.231,-0.143,-0.65,-0.02,7.281,126740,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:10.982,-2.333,0.444,5.15,-0.632,0.088,-1.043,0.134,0.084,-0.143,-1.106,0.012,6.862,126840,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.082,-2.0,0.311,4.502,-0.73,0.225,-1.089,0.205,0.029,-0.055,-1.273,0.247,6.268,126940,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.185,,,,,,,,,,,,,,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.186,-1.789,0.347,4.111,-0.872,0.248,-1.155,0.217,-0.048,-0.041,-1.363,0.28,5.423,127040,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.282,-1.533,0.748,4.153,-1.018,0.288,-1.199,0.228,-0.118,-0.021,-1.262,0.29,4.721,127140,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.382,-1.731,0.009,4.322,-1.131,0.286,-1.198,0.221,-0.18,-0.021,-0.962,0.196,4.368,127240,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.482,-1.073,0.414,5.002,-1.308,0.333,-1.094,0.217,-0.301,0.005,-0.691,0.141,4.292,127340,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.582,-1.333,0.406,5.542,-1.432,0.361,-0.883,0.176,-0.419,0.029,-0.422,0.069,4.451,127440,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.682,-1.109,0.105,5.962,-1.415,0.367,-0.624,0.086,-0.485,0.057,-0.114,0.036,4.9,127540,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.782,-0.372,-0.357,6.193,-1.327,0.341,-0.444,-0.0,-0.517,0.074,0.18,0.007,5.506,127640,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.882,-0.56,0.043,5.689,-1.185,0.323,-0.284,-0.037,-0.55,0.079,0.335,-0.065,5.891,127740,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:11.982,0.241,0.118,5.363,-1.102,0.257,-0.267,-0.064,-0.576,0.097,0.476,-0.074,6.055,127840,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.082,1.014,-0.634,5.153,-1.176,0.201,-0.253,-0.065,-0.543,0.118,0.659,-0.062,5.935,127940,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.185,,,,,,,,,,,,,,,,0.0002,0.6,0.0,PhaseCorr: err=0.0002 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.186,0.883,0.174,4.866,-1.245,0.18,-0.165,-0.057,-0.471,0.128,0.739,-0.057,5.509,128039,,,0.0002,0.6,0.0,PhaseCorr: err=0.0002 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.282,0.993,0.128,4.522,-1.307,0.204,0.089,-0.045,-0.296,0.133,0.884,-0.066,5.081,128139,,,0.0002,0.6,0.0,PhaseCorr: err=0.0002 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.382,0.957,-0.192,4.4,-1.282,0.201,0.255,-0.072,-0.186,0.116,0.818,-0.066,4.626,128240,,,0.0002,0.6,0.0,PhaseCorr: err=0.0002 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:50:12.482,0.813,-0.04,4.484,-1.191,0.147,0.431,-0.149,-0.062,0.058,0.7,-0.128,4.323,128340,,,0.0002,0.6,0.0,PhaseCorr: err=0.0002 est_freq=0.6000 Hz corr=0.00
