Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/15 20:12:30.242,-1.199,0.113,6.956,0.04,0.005,-0.549,0.141,0.036,-0.065,0.584,-0.207,5.039,1197040,,
2025/12/15 20:12:30.342,-0.679,0.03,5.448,0.125,0.004,-0.387,0.145,-0.01,-0.067,0.298,-0.203,5.512,1197140,,
2025/12/15 20:12:30.445,-1.732,0.363,4.359,0.25,-0.007,-0.269,0.131,-0.054,-0.062,-0.031,-0.151,5.689,1197240,,
2025/12/15 20:12:30.542,-1.509,-0.026,5.302,0.438,-0.069,-0.198,0.104,-0.116,-0.041,-0.425,-0.024,5.498,1197340,,
2025/12/15 20:12:30.642,-1.513,0.205,6.144,0.647,-0.1,-0.217,0.109,-0.205,-0.028,-0.831,0.062,5.363,1197440,,
2025/12/15 20:12:30.742,0.524,0.225,6.438,0.733,-0.121,-0.273,0.12,-0.26,-0.016,-1.041,0.134,5.513,1197540,,
2025/12/15 20:12:30.842,-0.287,-0.098,5.356,0.7,-0.139,-0.182,0.159,-0.201,0.01,-0.872,0.217,5.778,1197640,,
2025/12/15 20:12:30.942,0.66,0.146,5.352,0.694,-0.135,0.049,0.093,-0.06,-0.03,-0.389,0.121,5.877,1197740,,
2025/12/15 20:12:31.042,1.33,-0.051,6.107,0.744,-0.154,0.223,0.03,0.046,-0.068,0.117,-0.008,5.745,1197840,,
2025/12/15 20:12:31.142,-0.24,-0.537,6.056,0.841,-0.175,0.377,-0.002,0.15,-0.091,0.66,-0.122,5.761,1197940,,
2025/12/15 20:12:31.242,0.792,0.223,6.606,0.783,-0.198,0.326,-0.023,0.105,-0.109,0.782,-0.229,5.836,1198040,,
2025/12/15 20:12:31.342,-1.111,-0.594,5.679,0.696,-0.185,0.277,-0.015,0.051,-0.101,0.767,-0.255,6.013,1198140,,
2025/12/15 20:12:31.445,-1.079,-0.099,5.44,0.477,-0.141,0.185,0.003,-0.068,-0.077,0.442,-0.21,5.969,1198240,,
2025/12/15 20:12:31.542,-0.462,0.383,5.511,0.257,-0.12,0.147,0.006,-0.181,-0.066,0.067,-0.187,5.816,1198330,,
2025/12/15 20:12:31.642,-1.123,0.176,5.545,0.1,-0.047,0.172,-0.004,-0.269,-0.025,-0.246,-0.067,5.596,1198440,,
2025/12/15 20:12:31.742,-1.003,0.259,5.363,0.038,-0.033,0.206,-0.017,-0.309,-0.014,-0.426,-0.025,5.474,1198540,,
2025/12/15 20:12:31.842,0.448,-0.149,5.994,0.012,-0.025,0.247,-0.035,-0.333,-0.006,-0.553,0.015,5.383,1198640,,
2025/12/15 20:12:31.942,0.067,0.37,5.81,0.012,-0.02,0.182,-0.015,-0.31,-0.011,-0.491,0.002,5.408,1198740,,
2025/12/15 20:12:32.042,0.048,-0.321,5.811,-0.013,-0.027,0.114,-0.04,-0.29,-0.004,-0.395,0.042,5.48,1198840,,
2025/12/15 20:12:32.142,0.601,-0.384,6.056,-0.07,-0.009,0.05,-0.019,-0.269,-0.011,-0.266,0.01,5.584,1198940,,
2025/12/15 20:12:32.242,-0.068,0.582,6.121,-0.147,-0.01,0.008,-0.02,-0.244,-0.011,-0.122,0.008,5.694,1199040,,
2025/12/15 20:12:32.342,0.127,-0.412,6.542,-0.24,0.003,0.004,-0.013,-0.208,-0.014,0.027,-0.015,5.847,1199140,,
2025/12/15 20:12:32.445,-0.002,0.028,6.938,-0.249,0.011,0.011,-0.022,-0.201,-0.021,0.045,-0.036,6.004,1199240,,
2025/12/15 20:12:32.542,-0.463,0.101,6.779,-0.26,-0.005,0.024,0.003,-0.192,-0.002,0.042,0.003,6.246,1199340,,
2025/12/15 20:12:32.642,-0.489,0.597,6.78,-0.253,-0.007,-0.031,0.019,-0.226,0.006,-0.096,0.027,6.441,1199440,,
2025/12/15 20:12:32.742,-0.578,-0.155,6.636,-0.263,0.001,-0.076,0.044,-0.254,0.022,-0.251,0.064,6.54,1199540,,
2025/12/15 20:12:32.842,-0.538,-0.193,6.772,-0.287,-0.005,-0.126,0.035,-0.285,0.015,-0.431,0.05,6.552,1199640,,
2025/12/15 20:12:32.942,-0.613,0.508,6.747,-0.29,0.013,-0.129,0.052,-0.288,0.031,-0.527,0.084,6.533,1199740,,
2025/12/15 20:12:33.042,0.145,0.114,7.09,-0.247,0.008,-0.099,0.047,-0.258,0.026,-0.505,0.065,6.51,1199840,,
2025/12/15 20:12:33.142,0.123,-0.242,6.774,-0.171,0.028,-0.064,0.057,-0.215,0.038,-0.399,0.087,6.485,1199940,,
2025/12/15 20:12:33.242,-0.218,-0.105,6.686,-0.089,0.04,-0.042,0.06,-0.173,0.044,-0.264,0.088,6.39,1200040,,
2025/12/15 20:12:33.342,0.051,0.467,6.904,-0.02,0.024,-0.044,0.062,-0.136,0.035,-0.141,0.038,6.27,1200140,,
2025/12/15 20:12:33.445,0.658,0.22,7.362,0.004,0.024,-0.053,0.061,-0.121,0.036,-0.083,0.016,6.158,1200240,,
2025/12/15 20:12:33.542,0.02,0.238,7.175,0.037,0.016,-0.096,0.071,-0.093,0.028,0.008,-0.025,6.159,1200340,,
2025/12/15 20:12:33.642,0.219,0.025,7.431,0.036,0.018,-0.099,0.054,-0.092,0.035,0.011,-0.014,6.176,1200440,,
2025/12/15 20:12:33.742,-0.409,-0.106,7.27,0.035,0.007,-0.102,0.031,-0.091,0.042,0.001,0.01,6.276,1200540,,
2025/12/15 20:12:33.842,-0.845,-0.472,6.798,0.04,0.01,-0.095,0.035,-0.093,0.04,-0.034,0.005,6.412,1200640,,
2025/12/15 20:12:33.942,-0.12,0.065,7.117,0.108,0.014,-0.05,0.031,-0.116,0.039,-0.173,0.009,6.47,1200740,,
2025/12/15 20:12:34.042,-0.29,-0.076,6.974,0.109,0.033,-0.054,0.035,-0.117,0.033,-0.208,-0.008,6.578,1200840,,
