Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 17:25:04.987,1.017,-0.481,4.567,1.81,-0.148,0.133,0.1,-0.336,0.165,1.444,0.006,5.841,535440,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.087,0.802,-0.362,5.224,1.801,-0.165,0.134,0.107,-0.341,0.155,1.189,-0.041,5.629,535540,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.187,0.405,-0.008,6.053,1.802,-0.157,0.131,0.102,-0.34,0.16,0.751,-0.019,5.557,535640,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.287,0.455,0.428,7.229,1.818,-0.163,0.09,0.104,-0.32,0.157,0.231,0.002,5.639,535740,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.387,0.114,-0.077,7.278,1.808,-0.166,0.009,0.14,-0.293,0.144,-0.315,0.005,5.873,535840,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.487,-1.136,-0.016,6.126,1.777,-0.155,-0.045,0.151,-0.277,0.141,-0.878,0.056,6.089,535940,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.587,-1.353,0.355,5.323,1.739,-0.181,-0.087,0.119,-0.263,0.15,-1.365,0.184,6.081,536040,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.689,-1.672,0.749,4.729,1.679,-0.208,-0.113,0.111,-0.243,0.159,-1.688,0.295,5.834,536140,,,,,,PhaseCorr: err=-0.0032 est_freq=0.5788 (no correct
2025/12/26 17:25:05.787,-2.522,0.512,3.991,1.644,-0.196,-0.112,0.115,-0.229,0.156,-1.853,0.339,5.419,536240,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:05.888,-1.607,-0.247,4.347,1.62,-0.175,-0.111,0.098,-0.221,0.141,-1.817,0.336,4.989,536340,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:05.987,-0.724,0.143,5.094,1.582,-0.158,-0.039,0.047,-0.172,0.108,-1.479,0.265,4.65,536440,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.088,-0.583,0.368,5.409,1.589,-0.159,0.0,0.078,-0.148,0.127,-1.027,0.281,4.509,536540,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.187,-0.097,0.422,5.936,1.585,-0.149,-0.014,0.09,-0.157,0.135,-0.515,0.256,4.685,536640,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.288,0.211,-0.001,5.739,1.57,-0.156,-0.039,0.074,-0.174,0.126,0.007,0.178,5.077,536740,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.387,0.076,-0.126,5.298,1.494,-0.179,-0.113,0.053,-0.236,0.107,0.392,0.067,5.456,536840,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.488,0.338,-0.095,5.015,1.411,-0.172,-0.162,0.059,-0.289,0.112,0.684,0.019,5.645,536940,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.587,1.438,0.161,5.522,1.366,-0.172,-0.181,0.058,-0.314,0.112,0.917,-0.031,5.717,537040,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.691,0.793,-0.276,5.008,1.31,-0.181,-0.201,0.055,-0.342,0.108,0.971,-0.074,5.705,537140,,,,,,PhaseCorr: err=-0.0018 est_freq=0.5791 (no correct
2025/12/26 17:25:06.787,0.404,-0.313,5.198,1.244,-0.203,-0.189,0.059,-0.379,0.095,0.841,-0.115,5.65,537240,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:06.888,0.37,-0.22,5.671,1.26,-0.207,-0.193,0.064,-0.37,0.092,0.679,-0.103,5.678,537340,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:06.987,-0.123,0.649,5.887,1.254,-0.2,-0.185,0.049,-0.375,0.1,0.334,-0.031,5.703,537440,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.088,0.365,0.252,6.55,1.254,-0.205,-0.209,0.025,-0.367,0.107,-0.049,0.064,5.784,537540,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.187,-0.532,-0.074,6.105,1.234,-0.201,-0.237,0.031,-0.359,0.105,-0.472,0.131,5.845,537640,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.288,-1.503,0.21,5.515,1.23,-0.206,-0.247,0.017,-0.356,0.109,-0.893,0.218,5.827,537740,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.387,-0.889,0.354,5.883,1.158,-0.199,-0.295,0.025,-0.333,0.107,-1.155,0.262,5.775,537840,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.488,-0.913,-0.169,5.19,1.09,-0.157,-0.291,0.03,-0.305,0.091,-1.315,0.24,5.632,537940,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.587,-1.32,-0.089,4.721,1.07,-0.137,-0.276,0.012,-0.292,0.076,-1.393,0.214,5.371,538040,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.691,-1.219,0.648,4.864,1.035,-0.148,-0.236,0.028,-0.261,0.087,-1.275,0.231,5.111,538140,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:07.787,-0.232,0.59,5.487,1.023,-0.144,-0.167,0.049,-0.219,0.1,-0.99,0.229,4.944,538240,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:07.888,-0.014,0.243,5.487,1.033,-0.143,-0.147,0.043,-0.206,0.096,-0.668,0.182,4.919,538340,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:07.987,-0.548,-0.096,5.111,1.02,-0.147,-0.171,0.041,-0.222,0.094,-0.341,0.128,5.028,538440,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.088,-0.08,-0.416,5.101,0.986,-0.177,-0.2,0.012,-0.248,0.07,-0.037,0.01,5.165,538540,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.187,-0.473,-0.152,4.81,0.956,-0.199,-0.219,0.001,-0.268,0.056,0.247,-0.082,5.266,538640,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.288,0.179,-0.005,5.385,0.866,-0.178,-0.259,0.009,-0.318,0.068,0.36,-0.089,5.279,538740,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.387,1.058,-0.055,5.699,0.897,-0.158,-0.25,0.014,-0.303,0.078,0.577,-0.079,5.469,538840,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.488,0.587,0.357,5.649,0.863,-0.133,-0.26,0.013,-0.319,0.091,0.581,-0.039,5.581,538940,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.587,0.214,-0.168,5.839,0.831,-0.142,-0.244,0.012,-0.339,0.087,0.465,-0.032,5.668,539040,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.691,-0.289,-0.108,6.045,0.839,-0.168,-0.248,0.049,-0.335,0.064,0.313,-0.064,5.791,539140,,,,,,PhaseCorr: err=-0.0001 est_freq=0.5793 (no correct
2025/12/26 17:25:08.787,-0.43,0.244,6.159,0.843,-0.167,-0.233,0.046,-0.339,0.065,0.04,-0.009,5.899,539240,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:08.888,0.352,-0.002,6.46,0.831,-0.172,-0.29,0.04,-0.321,0.067,-0.186,0.058,6.008,539340,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:08.987,-0.886,0.367,5.656,0.813,-0.169,-0.298,0.041,-0.317,0.066,-0.488,0.12,5.979,539440,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.088,-0.929,-0.263,5.63,0.827,-0.161,-0.294,0.047,-0.321,0.064,-0.794,0.162,5.873,539540,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.187,-0.687,0.01,5.252,0.756,-0.149,-0.31,0.043,-0.296,0.058,-0.931,0.189,5.718,539640,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.288,-0.58,-0.241,5.535,0.725,-0.134,-0.298,0.039,-0.28,0.051,-1.024,0.187,5.463,539740,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.387,-0.506,0.692,5.13,0.69,-0.109,-0.254,0.009,-0.247,0.028,-0.98,0.131,5.273,539840,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.488,-0.558,0.222,5.144,0.676,-0.109,-0.2,0.032,-0.213,0.041,-0.83,0.141,5.119,539940,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.587,-0.52,-0.222,5.271,0.677,-0.112,-0.178,0.025,-0.2,0.037,-0.633,0.105,5.051,540040,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.691,-0.503,0.143,4.911,0.676,-0.1,-0.171,0.065,-0.196,0.062,-0.398,0.131,5.056,540140,,,,,,PhaseCorr: err=0.0003 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.787,0.137,0.415,5.199,0.698,-0.072,-0.14,0.094,-0.175,0.085,-0.088,0.152,5.159,540240,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.888,0.116,-0.301,5.281,0.701,-0.088,-0.14,0.079,-0.173,0.071,0.158,0.077,5.223,540340,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:09.987,-0.19,0.008,4.873,0.64,-0.097,-0.172,0.077,-0.21,0.068,0.258,0.022,5.331,540440,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.088,0.315,0.201,5.202,0.613,-0.078,-0.179,0.083,-0.223,0.077,0.352,0.013,5.432,540540,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.187,0.095,-0.24,5.516,0.573,-0.087,-0.187,0.08,-0.244,0.073,0.355,-0.029,5.491,540640,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.288,-0.327,0.163,5.418,0.523,-0.047,-0.167,0.071,-0.274,0.096,0.257,0.017,5.587,540740,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.387,0.033,0.352,5.763,0.515,-0.024,-0.154,0.044,-0.282,0.114,0.148,0.065,5.731,540840,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.488,-0.364,-0.268,6.081,0.508,-0.03,-0.146,0.055,-0.287,0.108,-0.007,0.046,5.83,540940,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.587,-0.529,0.177,6.022,0.512,-0.025,-0.108,0.05,-0.3,0.111,-0.239,0.063,5.889,541040,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.691,-0.682,0.128,5.663,0.52,-0.04,-0.096,0.029,-0.303,0.117,-0.444,0.109,5.911,541140,,,,,,PhaseCorr: err=0.0002 est_freq=0.5794 (no correcti
2025/12/26 17:25:10.787,-0.646,-0.057,5.708,0.531,-0.021,-0.089,0.049,-0.306,0.11,-0.633,0.092,5.835,541240,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:10.888,-0.396,0.221,5.542,0.507,-0.018,-0.096,0.045,-0.298,0.109,-0.731,0.109,5.723,541340,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:10.987,-0.684,0.421,5.461,0.502,-0.043,-0.09,0.054,-0.295,0.122,-0.795,0.164,5.538,541440,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.088,-0.573,-0.285,5.715,0.481,-0.028,-0.076,0.047,-0.281,0.113,-0.761,0.156,5.404,541540,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.187,-0.445,-0.023,5.787,0.458,-0.038,-0.016,0.049,-0.242,0.116,-0.602,0.177,5.362,541640,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.288,-0.245,0.608,5.8,0.46,-0.037,0.013,0.072,-0.224,0.13,-0.435,0.211,5.384,541740,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.387,-0.105,0.153,5.762,0.469,-0.041,0.04,0.037,-0.207,0.109,-0.231,0.152,5.457,541840,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.488,0.165,-0.263,5.725,0.472,-0.064,0.042,0.009,-0.205,0.089,-0.059,0.084,5.531,541940,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.587,-0.461,0.154,5.403,0.451,-0.057,0.024,0.022,-0.221,0.097,0.049,0.083,5.573,542040,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.691,-0.097,0.441,5.481,0.432,-0.009,0.018,0.047,-0.231,0.126,0.13,0.146,5.597,542140,,,,,,PhaseCorr: err=-0.0031 est_freq=0.5788 (no correct
2025/12/26 17:25:11.787,0.143,0.256,5.383,0.431,0.02,0.018,0.055,-0.231,0.141,0.19,0.175,5.623,542240,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:11.888,0.028,-0.154,5.17,0.41,0.006,0.013,0.052,-0.242,0.133,0.163,0.134,5.609,542340,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:11.987,-0.186,-0.049,5.249,0.393,-0.018,0.016,0.059,-0.251,0.119,0.09,0.076,5.569,542440,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.088,-0.262,0.431,5.385,0.37,-0.027,0.035,0.064,-0.268,0.114,-0.046,0.048,5.525,542540,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.187,-0.03,0.328,5.583,0.365,-0.029,0.051,0.063,-0.275,0.113,-0.193,0.043,5.527,542640,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.288,-0.164,-0.131,5.417,0.363,-0.026,0.044,0.053,-0.273,0.117,-0.315,0.064,5.542,542740,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.387,-0.375,0.152,5.308,0.359,-0.028,0.036,0.03,-0.271,0.124,-0.432,0.106,5.56,542840,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.488,-0.297,-0.078,5.481,0.347,-0.029,0.02,0.023,-0.266,0.125,-0.511,0.127,5.565,542940,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.587,-0.554,-0.21,5.393,0.323,0.006,0.011,0.035,-0.258,0.113,-0.55,0.091,5.561,543040,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.691,-0.444,0.199,5.488,0.325,0.02,0.01,0.028,-0.259,0.106,-0.584,0.082,5.532,543140,,,,,,PhaseCorr: err=0.0017 est_freq=0.5796 (no correcti
2025/12/26 17:25:12.787,-0.499,0.432,5.673,0.311,-0.005,0.017,0.048,-0.251,0.124,-0.549,0.141,5.532,543240,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:12.888,-0.159,0.854,6.042,0.292,-0.001,0.052,0.061,-0.227,0.13,-0.438,0.167,5.574,543340,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:12.987,-0.081,0.249,5.845,0.292,0.004,0.069,0.061,-0.217,0.129,-0.324,0.177,5.66,543440,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.088,-0.211,0.171,5.788,0.297,-0.004,0.091,0.043,-0.203,0.118,-0.184,0.161,5.746,543540,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.187,-0.073,0.017,5.627,0.293,-0.003,0.085,0.053,-0.208,0.124,-0.085,0.177,5.737,543640,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.288,0.076,0.01,5.422,0.277,-0.038,0.069,0.02,-0.221,0.096,-0.028,0.096,5.67,543740,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.387,0.027,-0.311,5.362,0.266,-0.048,0.062,0.016,-0.228,0.09,0.014,0.064,5.585,543840,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.488,-0.155,0.07,5.445,0.243,-0.028,0.052,0.027,-0.241,0.102,0.005,0.085,5.47,543940,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.587,-0.249,0.302,5.106,0.234,-0.011,0.051,0.029,-0.245,0.111,-0.011,0.099,5.417,544040,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.691,-0.267,0.192,5.028,0.221,-0.027,0.054,0.026,-0.253,0.102,-0.067,0.067,5.362,544140,,,,,,PhaseCorr: err=0.0034 est_freq=0.5799 (no correcti
2025/12/26 17:25:13.787,-0.122,-0.285,5.167,0.209,-0.058,0.061,0.044,-0.261,0.082,-0.149,0.009,5.293,544240,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:13.888,-0.55,-0.528,4.911,0.199,-0.072,0.076,0.077,-0.27,0.066,-0.248,-0.035,5.267,544340,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:13.987,-1.145,-0.218,5.104,0.202,-0.067,0.097,0.078,-0.276,0.067,-0.354,-0.016,5.256,544440,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.088,-0.058,-0.059,5.473,0.196,-0.07,0.065,0.072,-0.267,0.069,-0.381,0.017,5.309,544540,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.187,-0.089,0.091,5.312,0.165,-0.069,0.041,0.076,-0.257,0.068,-0.388,0.048,5.375,544640,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.288,-0.371,0.209,5.155,0.174,-0.066,0.053,0.083,-0.26,0.067,-0.435,0.077,5.406,544740,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.387,-0.354,-0.264,5.249,0.166,-0.019,0.047,0.089,-0.258,0.05,-0.431,0.05,5.456,544840,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.488,-0.113,0.107,5.367,0.121,-0.004,0.065,0.073,-0.234,0.038,-0.345,0.053,5.527,544940,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.587,0.214,0.305,5.516,0.107,-0.022,0.088,0.097,-0.218,0.055,-0.268,0.123,5.551,545040,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.691,0.1,0.265,5.541,0.102,-0.014,0.118,0.085,-0.199,0.047,-0.173,0.122,5.565,545140,,,,,,PhaseCorr: err=0.0045 est_freq=0.5801 (no correcti
2025/12/26 17:25:14.787,0.032,0.641,5.493,0.109,-0.016,0.151,0.081,-0.179,0.045,-0.071,0.127,5.542,545240,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:14.888,0.665,0.624,5.796,0.125,0.002,0.181,0.104,-0.16,0.061,0.025,0.166,5.555,545340,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:14.987,0.529,0.001,5.751,0.148,0.003,0.197,0.105,-0.143,0.063,0.096,0.162,5.532,545440,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.088,-0.8,0.187,5.073,0.113,0.02,0.173,0.123,-0.168,0.078,0.035,0.182,5.481,545540,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.187,-0.255,0.318,5.642,0.09,0.074,0.168,0.15,-0.177,0.109,-0.023,0.241,5.445,545640,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.288,0.254,0.587,5.985,0.135,0.095,0.181,0.154,-0.155,0.12,-0.005,0.228,5.472,545740,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.387,-0.218,0.212,5.565,0.116,0.112,0.172,0.152,-0.163,0.129,-0.101,0.194,5.442,545840,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.488,-1.054,0.009,5.229,0.097,0.115,0.184,0.151,-0.176,0.131,-0.209,0.132,5.398,545940,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.587,-0.289,-0.002,5.628,0.099,0.122,0.193,0.149,-0.177,0.135,-0.289,0.073,5.373,546040,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.692,0.444,0.148,5.952,0.098,0.125,0.171,0.135,-0.17,0.141,-0.319,0.032,5.365,546140,,,,,,PhaseCorr: err=0.0026 est_freq=0.5798 (no correcti
2025/12/26 17:25:15.787,-0.604,-0.086,5.14,0.091,0.123,0.176,0.133,-0.173,0.141,-0.362,-0.011,5.352,546240,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:15.888,-0.766,-0.227,5.39,0.112,0.134,0.193,0.15,-0.179,0.136,-0.403,-0.06,5.374,546340,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:15.987,0.536,0.018,5.998,0.062,0.155,0.152,0.162,-0.163,0.129,-0.306,-0.092,5.428,546440,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:16.088,0.455,-0.153,5.691,0.03,0.177,0.16,0.169,-0.149,0.122,-0.227,-0.098,5.472,546540,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:16.187,-0.548,-0.149,5.316,0.042,0.189,0.159,0.166,-0.153,0.116,-0.187,-0.062,5.498,546640,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:16.288,-0.351,0.403,5.457,0.023,0.189,0.155,0.164,-0.15,0.115,-0.108,0.009,5.544,546740,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
2025/12/26 17:25:16.387,-0.179,0.522,5.549,0.014,0.199,0.183,0.162,-0.132,0.112,-0.013,0.086,5.572,546840,,,,,,PhaseCorr: err=0.0084 est_freq=0.5807 (no correcti
