Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/11/14 15:26:59.284,0.245,0.04,-23.542,0.001,-0.001,0.001,-0.001,0.241,0.039,0.24,0.041,-23.551,490490,,
2025/11/14 15:26:59.384,0.235,0.041,-23.566,0.0,-0.001,0.001,-0.001,0.241,0.039,0.241,0.041,-23.551,490590,,
2025/11/14 15:26:59.484,0.242,0.041,-23.548,-0.0,-0.001,0.0,-0.001,0.241,0.039,0.241,0.041,-23.551,490690,,
2025/11/14 15:26:59.584,0.241,0.043,-23.545,0.0,-0.001,0.001,-0.001,0.241,0.039,0.241,0.04,-23.55,490790,,
2025/11/14 15:26:59.684,0.239,0.043,-23.558,0.001,-0.001,0.0,-0.001,0.241,0.039,0.241,0.04,-23.549,490890,,
2025/11/14 15:26:59.784,0.239,0.044,-23.55,0.001,-0.0,0.0,-0.001,0.241,0.039,0.241,0.038,-23.549,490990,,
2025/11/14 15:26:59.887,0.237,0.04,-23.547,0.001,-0.0,0.0,-0.001,0.241,0.039,0.241,0.039,-23.548,491090,,
2025/11/14 15:26:59.984,0.244,0.048,-23.55,0.001,-0.0,-0.0,-0.0,0.241,0.04,0.241,0.04,-23.55,491190,,
2025/11/14 15:27:00.084,0.241,0.04,-23.544,0.001,0.0,-0.0,0.001,0.241,0.04,0.241,0.041,-23.55,491290,,
2025/11/14 15:27:00.184,0.24,0.035,-23.547,0.001,0.0,0.0,0.001,0.241,0.04,0.241,0.041,-23.55,491390,,
2025/11/14 15:27:00.284,0.241,0.034,-23.559,0.001,-0.0,0.0,0.0,0.241,0.04,0.241,0.04,-23.551,491490,,
2025/11/14 15:27:00.384,0.242,0.04,-23.552,-0.0,-0.001,-0.0,0.0,0.24,0.039,0.24,0.039,-23.552,491590,,
2025/11/14 15:27:00.484,0.242,0.041,-23.547,0.0,-0.001,-0.0,0.0,0.241,0.039,0.241,0.039,-23.552,491690,,
2025/11/14 15:27:00.584,0.243,0.041,-23.561,0.0,-0.001,-0.0,0.0,0.24,0.039,0.241,0.039,-23.552,491790,,
2025/11/14 15:27:00.684,0.242,0.045,-23.547,0.0,-0.001,-0.0,0.0,0.24,0.04,0.241,0.039,-23.551,491890,,
2025/11/14 15:27:00.784,0.236,0.044,-23.55,0.0,-0.001,-0.0,0.0,0.241,0.04,0.241,0.039,-23.55,491990,,
2025/11/14 15:27:00.887,0.236,0.046,-23.557,0.0,-0.001,-0.0,0.0,0.241,0.04,0.241,0.039,-23.551,492090,,
2025/11/14 15:27:00.984,0.242,0.043,-23.54,0.0,-0.001,0.0,-0.0,0.24,0.04,0.24,0.04,-23.551,492190,,
2025/11/14 15:27:01.084,0.24,0.036,-23.544,-0.0,-0.001,-0.0,0.0,0.241,0.04,0.241,0.04,-23.549,492290,,
2025/11/14 15:27:01.184,0.244,0.036,-23.557,0.0,-0.0,0.0,0.0,0.24,0.039,0.24,0.039,-23.55,492390,,
2025/11/14 15:27:01.284,0.239,0.034,-23.551,0.0,-0.0,-0.0,0.0,0.24,0.039,0.24,0.039,-23.55,492490,,
2025/11/14 15:27:01.384,0.238,0.038,-23.55,-0.0,-0.0,-0.0,0.0,0.241,0.039,0.241,0.04,-23.551,492590,,
2025/11/14 15:27:01.484,0.247,0.035,-23.562,-0.0,0.0,0.0,0.0,0.241,0.039,0.241,0.039,-23.551,492690,,
