Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/10/30 14:55:55.315,0.378,0.028,-23.545,0.0,0.001,-0.0,0.0,0.378,0.024,0.378,0.025,-23.536,4381380,,
2025/10/30 14:55:55.415,0.378,0.026,-23.533,-0.0,0.001,-0.0,0.0,0.377,0.024,0.377,0.025,-23.537,4381480,,
2025/10/30 14:55:55.515,0.376,0.023,-23.532,0.0,0.0,-0.0,0.0,0.378,0.024,0.378,0.024,-23.537,4381580,,
2025/10/30 14:55:55.615,0.379,0.02,-23.538,0.0,0.0,-0.0,0.0,0.378,0.024,0.378,0.024,-23.537,4381680,,
2025/10/30 14:55:55.715,0.375,0.017,-23.531,0.0,0.0,-0.0,0.0,0.378,0.024,0.378,0.024,-23.535,4381780,,
2025/10/30 14:55:55.814,0.38,0.02,-23.537,0.0,0.0,-0.0,0.0,0.378,0.024,0.378,0.024,-23.536,4381880,,
2025/10/30 14:55:55.914,0.379,0.024,-23.544,0.0,0.0,0.0,0.0,0.378,0.024,0.378,0.024,-23.536,4381980,,
2025/10/30 14:55:56.014,0.379,0.024,-23.539,0.0,0.0,0.0,0.0,0.378,0.024,0.377,0.024,-23.535,4382080,,
2025/10/30 14:55:56.114,0.381,0.02,-23.542,0.0,0.0,-0.0,0.001,0.378,0.024,0.378,0.023,-23.535,4382180,,
2025/10/30 14:55:56.217,0.376,0.031,-23.545,0.0,0.001,-0.0,0.001,0.378,0.024,0.378,0.023,-23.534,4382280,,
2025/10/30 14:55:56.314,0.379,0.03,-23.535,-0.0,0.001,-0.001,0.001,0.378,0.024,0.378,0.023,-23.534,4382380,,
2025/10/30 14:55:56.414,0.377,0.026,-23.529,-0.001,0.0,-0.001,0.001,0.378,0.024,0.379,0.023,-23.534,4382480,,
2025/10/30 14:55:56.515,0.378,0.029,-23.537,-0.001,0.0,-0.001,0.001,0.378,0.024,0.379,0.023,-23.534,4382580,,
2025/10/30 14:55:56.614,0.387,0.027,-23.527,-0.001,0.0,-0.001,0.001,0.378,0.024,0.379,0.024,-23.533,4382680,,
2025/10/30 14:55:56.714,0.379,0.021,-23.523,-0.001,-0.0,-0.001,0.001,0.378,0.024,0.379,0.024,-23.532,4382780,,
2025/10/30 14:55:56.815,0.382,0.022,-23.531,-0.001,-0.0,-0.001,0.001,0.378,0.024,0.378,0.025,-23.532,4382880,,
2025/10/30 14:55:56.948,0.371,0.022,-23.52,-0.001,0.0,-0.001,0.0,0.378,0.024,0.378,0.024,-23.532,4383010,,
2025/10/30 14:55:57.049,0.375,0.024,-23.535,-0.001,0.0,-0.001,-0.0,0.378,0.023,0.377,0.023,-23.532,4383110,,
2025/10/30 14:55:57.141,0.377,0.023,-23.522,-0.001,0.0,-0.001,-0.0,0.378,0.023,0.377,0.023,-23.533,4383210,,
2025/10/30 14:55:57.244,0.38,0.016,-23.538,-0.0,-0.0,-0.001,-0.0,0.378,0.023,0.378,0.023,-23.533,4383310,,
2025/10/30 14:55:57.341,0.373,0.012,-23.525,-0.0,-0.0,-0.001,-0.001,0.378,0.023,0.377,0.022,-23.532,4383410,,
2025/10/30 14:55:57.442,0.375,0.014,-23.52,-0.001,-0.001,-0.001,-0.001,0.378,0.023,0.377,0.022,-23.533,4383510,,
2025/10/30 14:55:57.542,0.388,0.017,-23.535,0.0,-0.0,-0.0,-0.001,0.379,0.023,0.379,0.022,-23.534,4383610,,
2025/10/30 14:55:57.642,0.377,0.014,-23.523,0.0,-0.0,-0.0,-0.001,0.379,0.023,0.379,0.022,-23.534,4383710,,
2025/10/30 14:55:57.741,0.382,0.017,-23.526,0.0,-0.0,-0.0,-0.001,0.379,0.023,0.379,0.022,-23.534,4383810,,
2025/10/30 14:55:57.841,0.383,0.018,-23.535,0.0,-0.0,-0.0,-0.001,0.379,0.023,0.379,0.023,-23.533,4383910,,
2025/10/30 14:55:57.941,0.375,0.026,-23.524,-0.0,-0.0,-0.0,-0.001,0.378,0.023,0.379,0.023,-23.532,4384010,,
2025/10/30 14:55:58.042,0.373,0.028,-23.528,-0.0,0.0,-0.0,-0.001,0.378,0.023,0.379,0.024,-23.532,4384110,,
2025/10/30 14:55:58.142,0.38,0.027,-23.538,0.0,0.0,-0.0,-0.001,0.379,0.023,0.379,0.024,-23.532,4384210,,
2025/10/30 14:55:58.244,0.38,0.027,-23.527,-0.0,0.0,-0.0,-0.001,0.378,0.023,0.379,0.024,-23.532,4384310,,
2025/10/30 14:55:58.341,0.374,0.031,-23.528,-0.0,0.0,-0.0,-0.001,0.378,0.023,0.378,0.024,-23.532,4384410,,
2025/10/30 14:55:58.442,0.377,0.028,-23.542,-0.0,0.0,-0.0,-0.001,0.378,0.023,0.379,0.024,-23.532,4384510,,
2025/10/30 14:55:58.542,0.371,0.027,-23.521,0.0,0.0,0.0,-0.001,0.378,0.023,0.378,0.024,-23.531,4384610,,
2025/10/30 14:55:58.641,0.371,0.026,-23.528,0.0,0.0,0.001,-0.001,0.378,0.023,0.378,0.024,-23.531,4384710,,
2025/10/30 14:55:58.741,0.378,0.022,-23.539,0.0,0.001,0.0,-0.0,0.378,0.023,0.378,0.023,-23.531,4384810,,
