Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/12 15:21:49.802,-1.831,0.546,3.421,0.992,-0.017,-1.804,0.067,-0.181,0.104,-2.217,0.173,4.729,1646530,,
2025/12/12 15:21:49.903,-0.922,-0.225,4.361,1.025,-0.017,-1.764,0.057,-0.153,0.098,-1.905,0.155,4.074,1646630,,
2025/12/12 15:21:50.003,-1.924,0.213,5.158,1.013,-0.043,-1.787,0.032,-0.166,0.077,-1.458,0.091,3.841,1646730,,
2025/12/12 15:21:50.103,-1.007,-0.379,6.891,0.935,-0.018,-1.833,0.052,-0.216,0.096,-0.939,0.122,4.232,1646830,,
2025/12/12 15:21:50.202,-0.004,0.333,6.989,0.852,-0.044,-1.874,0.041,-0.264,0.081,-0.348,0.06,5.086,1646930,,
2025/12/12 15:21:50.303,1.104,0.272,6.31,0.755,-0.02,-1.907,0.045,-0.315,0.093,0.24,0.077,5.845,1647030,,
2025/12/12 15:21:50.402,1.006,-0.161,4.984,0.75,-0.037,-1.91,0.045,-0.317,0.084,0.901,0.036,6.221,1647130,,
2025/12/12 15:21:50.503,1.396,-0.28,4.726,0.743,-0.036,-1.9,0.047,-0.323,0.084,1.391,0.027,6.169,1647230,,
2025/12/12 15:21:50.604,1.652,0.245,4.433,0.739,-0.034,-1.899,0.045,-0.325,0.086,1.667,0.029,5.941,1647330,,
2025/12/12 15:21:50.703,1.367,0.109,4.633,0.717,-0.038,-1.825,0.038,-0.358,0.087,1.578,0.041,5.565,1647430,,
2025/12/12 15:21:50.803,1.337,0.081,5.514,0.717,-0.029,-1.825,0.082,-0.358,0.073,1.342,-0.004,5.275,1647530,,
2025/12/12 15:21:50.903,1.063,0.557,6.615,0.686,-0.021,-1.87,0.096,-0.345,0.069,0.951,-0.003,5.163,1647630,,
2025/12/12 15:21:51.003,0.616,0.049,7.253,0.614,-0.014,-1.92,0.103,-0.321,0.067,0.438,0.012,5.277,1647730,,
2025/12/12 15:21:51.103,-0.231,-0.052,7.086,0.564,-0.023,-1.926,0.095,-0.303,0.069,-0.208,0.061,5.547,1647830,,
2025/12/12 15:21:51.202,-1.875,0.115,6.148,0.536,-0.05,-1.924,0.098,-0.291,0.08,-0.888,0.134,5.829,1647930,,
2025/12/12 15:21:51.303,-2.042,-0.18,5.521,0.479,-0.05,-1.889,0.095,-0.256,0.079,-1.427,0.162,6.031,1648030,,
2025/12/12 15:21:51.402,-1.441,-0.447,4.818,0.443,-0.044,-1.774,0.06,-0.183,0.057,-1.727,0.131,6.009,1648130,,
2025/12/12 15:21:51.503,-1.467,-0.044,4.34,0.459,-0.05,-1.692,0.024,-0.133,0.035,-1.858,0.079,5.636,1648230,,
2025/12/12 15:21:51.604,-1.203,0.327,4.313,0.474,-0.05,-1.661,0.004,-0.113,0.024,-1.809,0.033,5.099,1648330,,
2025/12/12 15:21:51.703,-1.21,-0.14,4.51,0.497,-0.042,-1.632,0.01,-0.092,0.03,-1.522,0.029,4.66,1648430,,
2025/12/12 15:21:51.802,-0.678,-0.023,5.122,0.511,-0.044,-1.619,0.01,-0.081,0.029,-1.068,0.011,4.497,1648530,,
2025/12/12 15:21:51.903,-0.48,-0.081,5.643,0.491,-0.02,-1.629,0.025,-0.092,0.045,-0.543,0.041,4.608,1648630,,
2025/12/12 15:21:52.002,-0.037,-0.336,5.844,0.435,-0.026,-1.647,0.025,-0.121,0.042,-0.017,0.021,4.942,1648730,,
2025/12/12 15:21:52.103,0.304,0.101,5.628,0.354,-0.035,-1.654,0.026,-0.163,0.037,0.46,-0.002,5.298,1648830,,
2025/12/12 15:21:52.203,0.867,0.814,5.247,0.282,-0.018,-1.629,0.015,-0.206,0.048,0.865,0.025,5.543,1648930,,
