Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 18:49:27.080,-1.78,0.517,4.59,1.445,-0.098,0.098,-0.023,0.176,0.081,-1.25,0.182,6.246,82940,,,0.0006,0.6001,0.0,PhaseCorr: err=0.0006 est_freq=0.6001 Hz corr=0.00
2025/12/26 18:49:27.183,,,,,,,,,,,,,,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.184,-1.255,0.625,4.274,1.622,-0.101,-0.13,-0.029,-0.007,0.079,-1.632,0.176,5.527,83040,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.280,-1.131,0.306,3.783,1.618,-0.09,-0.127,-0.082,-0.004,0.043,-1.473,0.081,4.665,83140,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.381,-1.541,0.922,3.723,1.589,-0.084,-0.159,-0.027,-0.026,0.08,-1.149,0.111,3.938,83240,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.481,-1.51,-0.004,4.09,1.493,-0.019,-0.311,0.059,-0.138,0.146,-0.875,0.209,3.487,83340,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.581,-1.371,0.321,5.118,1.215,-0.045,-0.602,0.04,-0.386,0.127,-0.896,0.163,3.513,83440,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.680,-1.38,0.377,5.797,1.008,-0.026,-0.748,0.042,-0.55,0.135,-0.784,0.161,4.27,83540,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.781,-0.174,-0.288,6.548,0.818,-0.013,-0.846,0.046,-0.669,0.139,-0.638,0.16,5.228,83640,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
2025/12/26 18:49:27.880,0.708,0.42,6.484,0.733,-0.06,-0.887,0.027,-0.716,0.115,-0.348,0.068,5.992,83740,,,0.0001,0.6,0.0,PhaseCorr: err=0.0001 est_freq=0.6000 Hz corr=0.00
