Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/12 15:26:29.678,-0.37,-1.612,5.085,-0.125,-1.645,0.062,-0.413,-0.16,0.176,-0.182,-1.113,6.605,1926400,,
2025/12/12 15:26:29.777,-0.133,-1.362,4.002,-0.125,-1.681,0.062,-0.437,-0.16,0.152,-0.23,-1.487,6.237,1926500,,
2025/12/12 15:26:29.876,-0.427,-1.391,3.628,-0.141,-1.659,0.054,-0.429,-0.17,0.163,-0.295,-1.549,5.561,1926600,,
2025/12/12 15:26:29.977,0.531,-1.166,4.684,-0.133,-1.718,0.054,-0.435,-0.166,0.133,-0.306,-1.51,4.977,1926700,,
2025/12/12 15:26:30.076,-0.1,-0.859,5.44,-0.097,-1.744,0.035,-0.431,-0.143,0.118,-0.245,-1.202,4.721,1926800,,
2025/12/12 15:26:30.177,0.005,-0.004,7.006,-0.105,-1.756,0.039,-0.42,-0.147,0.11,-0.246,-0.712,4.765,1926900,,
2025/12/12 15:26:30.276,-0.226,-0.232,7.062,-0.093,-1.777,-0.008,-0.385,-0.127,0.09,-0.151,-0.139,5.2,1927000,,
2025/12/12 15:26:30.377,-0.047,0.535,6.925,-0.099,-1.774,0.012,-0.347,-0.136,0.077,-0.146,0.461,5.72,1927100,,
2025/12/12 15:26:30.476,-0.064,1.419,5.534,-0.11,-1.757,-0.004,-0.31,-0.131,0.066,-0.085,1.019,6.159,1927200,,
2025/12/12 15:26:30.577,0.131,1.66,4.967,-0.102,-1.764,0.006,-0.318,-0.134,0.069,-0.069,1.502,6.244,1927300,,
2025/12/12 15:26:30.678,-0.173,2.037,4.398,-0.101,-1.736,0.007,-0.307,-0.135,0.059,-0.046,1.754,5.999,1927400,,
