Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 18:44:00.806,,,,,,,,,,,,,,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:00.807,2.146,-0.27,3.891,1.625,-0.03,-1.052,0.117,0.282,0.003,1.401,0.018,6.357,2199310,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:00.903,1.214,-0.663,3.453,1.639,0.001,-1.057,0.125,0.289,0.019,1.912,0.022,5.76,2199410,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.003,0.088,-0.424,4.691,1.528,-0.043,-1.048,0.126,0.229,-0.004,2.023,-0.088,5.183,2199510,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.103,-0.348,-0.377,7.163,1.425,-0.083,-0.987,0.141,0.162,-0.028,1.886,-0.183,5.005,2199610,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.203,-0.689,-0.653,8.112,1.364,-0.087,-0.892,0.145,0.105,-0.031,1.538,-0.2,5.383,2199710,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.303,-1.506,-0.217,6.308,1.337,-0.082,-0.677,0.147,0.021,-0.031,0.867,-0.188,5.986,2199810,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.403,-1.937,0.261,4.637,1.417,-0.093,-0.42,0.12,-0.055,-0.023,0.025,-0.118,6.279,2199910,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.503,-2.066,-0.126,3.9,1.562,-0.136,-0.237,0.076,-0.113,-0.008,-0.795,0.004,6.044,2200010,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.603,-2.06,-0.185,4.435,1.721,-0.128,-0.138,0.085,-0.165,-0.011,-1.497,0.045,5.503,2200110,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.703,-1.221,-0.287,5.98,1.785,-0.062,-0.124,0.098,-0.187,-0.034,-1.888,0.002,5.054,2200210,,,-0.0136,0.5772,-32.0,PhaseCorr: err=-0.0136 est_freq=0.5772 Hz corr=-32
2025/12/26 18:44:01.806,,,,,,,,,,,,,,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
2025/12/26 18:44:01.807,-0.374,-0.511,6.897,1.721,-0.039,-0.079,0.092,-0.145,-0.045,-1.864,0.004,4.969,2200310,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
2025/12/26 18:44:01.903,0.62,-0.63,6.432,1.638,-0.039,0.064,0.091,-0.046,-0.046,-1.467,0.031,5.27,2200410,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
2025/12/26 18:44:02.004,0.373,-0.027,5.065,1.61,-0.037,0.273,0.07,0.082,-0.059,-0.78,0.018,5.613,2200510,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
2025/12/26 18:44:02.104,0.597,-0.127,4.464,1.642,-0.034,0.478,0.046,0.206,-0.073,0.075,-0.018,5.684,2200610,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
2025/12/26 18:44:02.203,1.133,0.216,4.382,1.691,-0.017,0.593,0.064,0.278,-0.06,0.879,0.004,5.467,2200710,,,-0.0056,0.5784,-32.0,PhaseCorr: err=-0.0056 est_freq=0.5784 Hz corr=-32
