Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/04 17:18:56.114,-0.109,-3.737,3.758,-0.043,-0.009,-0.058,2.224,-0.061,0.345,-0.013,-1.831,6.668,1245420,,
2025/12/04 17:18:56.214,0.087,-2.053,3.329,-0.037,0.017,-0.047,2.323,-0.064,0.313,-0.01,-1.967,6.112,1245520,,
2025/12/04 17:18:56.314,-0.368,-1.451,3.485,-0.042,0.057,-0.058,2.415,-0.061,0.285,0.011,-1.733,5.462,1245620,,
2025/12/04 17:18:56.414,-0.134,-1.081,5.291,-0.036,0.095,-0.061,2.438,-0.062,0.273,0.001,-1.096,5.021,1245720,,
2025/12/04 17:18:56.514,0.165,-0.48,7.97,-0.063,0.189,-0.063,2.448,-0.052,0.237,0.019,-0.312,5.048,1245820,,
2025/12/04 17:18:56.614,-0.075,0.327,8.805,-0.08,0.393,-0.05,2.346,-0.04,0.12,0.023,0.342,5.739,1245920,,
2025/12/04 17:18:56.714,-0.065,1.122,7.068,-0.081,0.48,-0.046,2.198,-0.038,0.018,-0.003,1.004,6.843,1246020,,
2025/12/04 17:18:56.814,-0.167,1.938,4.906,-0.08,0.49,-0.03,2.072,-0.028,-0.057,-0.016,1.535,7.591,1246120,,
2025/12/04 17:18:56.916,-0.267,2.435,4.044,-0.083,0.465,-0.046,1.984,-0.038,-0.111,-0.078,1.826,7.249,1246220,,
2025/12/04 17:18:57.014,-0.388,2.325,3.865,-0.092,0.447,-0.059,1.961,-0.047,-0.127,-0.133,1.873,6.33,1246320,,
2025/12/04 17:18:57.114,-0.657,1.685,4.242,-0.112,0.522,-0.076,2.023,-0.062,-0.071,-0.194,1.784,5.382,1246420,,
2025/12/04 17:18:57.214,0.079,0.975,5.958,-0.116,0.58,-0.076,2.058,-0.064,-0.034,-0.202,1.353,4.853,1246520,,
