Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2025/12/26 18:37:11.173,1.618,-0.054,4.086,-0.297,-0.107,2.121,-0.178,-0.187,-0.016,1.824,-0.122,6.678,1789690,,,-0.0026,0.5789,-32.0,PhaseCorr: err=-0.0026 est_freq=0.5789 Hz corr=-32
2025/12/26 18:37:11.273,1.225,-0.676,3.61,-0.326,-0.094,2.042,-0.135,-0.236,0.009,1.83,-0.112,6.09,1789800,,,-0.0026,0.5789,-32.0,PhaseCorr: err=-0.0026 est_freq=0.5789 Hz corr=-32
2025/12/26 18:37:11.373,1.247,-0.677,4.184,-0.383,-0.117,1.967,-0.163,-0.29,-0.01,1.531,-0.196,5.283,1789900,,,-0.0026,0.5789,-32.0,PhaseCorr: err=-0.0026 est_freq=0.5789 Hz corr=-32
2025/12/26 18:37:11.473,1.03,0.182,5.76,-0.415,-0.126,1.94,-0.171,-0.315,-0.017,1.049,-0.231,4.679,1789990,,,-0.0026,0.5789,-32.0,PhaseCorr: err=-0.0026 est_freq=0.5789 Hz corr=-32
2025/12/26 18:37:11.573,0.57,-0.656,7.807,-0.323,-0.09,1.994,-0.149,-0.256,0.005,0.611,-0.153,4.702,1790090,,,-0.0026,0.5789,-32.0,PhaseCorr: err=-0.0026 est_freq=0.5789 Hz corr=-32
2025/12/26 18:37:11.675,,,,,,,,,,,,,,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:11.677,-1.158,-0.122,8.061,-0.226,-0.069,2.031,-0.141,-0.205,0.017,0.06,-0.084,5.287,1790190,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:11.773,-0.67,-0.287,7.186,-0.177,-0.074,2.042,-0.14,-0.18,0.013,-0.614,-0.042,6.013,1790300,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:11.873,-2.909,-0.644,5.29,-0.159,-0.055,2.04,-0.144,-0.17,0.024,-1.266,0.043,6.257,1790400,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:11.973,-1.988,-0.169,4.337,-0.157,-0.111,2.041,-0.1,-0.17,-0.014,-1.809,-0.011,6.055,1790490,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.073,-2.61,0.369,3.773,-0.165,-0.111,2.07,-0.098,-0.182,-0.015,-2.181,0.038,5.549,1790590,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.173,-1.762,-0.346,3.951,-0.162,-0.113,2.076,-0.079,-0.184,-0.022,-2.259,0.058,5.004,1790690,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.273,-2.434,0.281,3.971,-0.174,-0.125,2.06,-0.097,-0.179,-0.017,-2.035,0.119,4.604,1790800,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.373,-0.073,0.187,5.899,-0.179,-0.102,2.049,-0.068,-0.177,-0.026,-1.574,0.092,4.42,1790900,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.473,-1.478,-0.13,5.998,-0.202,-0.117,2.042,-0.073,-0.169,-0.021,-0.913,0.116,4.589,1790990,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.573,0.397,-0.081,6.569,-0.182,-0.082,2.035,-0.066,-0.179,-0.033,-0.215,0.055,5.094,1791090,,,0.0022,0.5797,-320.0,PhaseCorr: err=0.0022 est_freq=0.5797 Hz corr=-320
2025/12/26 18:37:12.675,,,,,,,,,,,,,,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:12.677,0.546,0.174,5.805,-0.118,-0.092,1.989,-0.059,-0.222,-0.026,0.398,0.047,5.656,1791190,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:12.773,0.105,-0.639,4.937,-0.081,-0.105,1.912,-0.019,-0.274,-0.001,0.911,0.073,6.059,1791300,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:12.873,1.851,-0.099,5.165,-0.078,-0.107,1.816,-0.055,-0.332,-0.022,1.224,-0.009,6.137,1791400,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:12.973,-0.173,-0.086,4.39,-0.101,-0.095,1.726,-0.017,-0.387,0.001,1.319,0.004,5.934,1791490,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.073,2.025,0.199,5.442,-0.124,-0.108,1.7,-0.056,-0.407,-0.023,1.257,-0.094,5.712,1791590,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.173,0.158,0.701,5.248,-0.109,-0.086,1.709,-0.035,-0.396,-0.005,1.045,-0.078,5.461,1791690,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.273,0.756,-0.245,6.532,-0.074,-0.01,1.732,0.006,-0.373,0.041,0.685,0.037,5.394,1791800,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.373,-0.147,0.379,6.896,-0.027,-0.061,1.751,-0.014,-0.347,0.013,0.203,-0.049,5.529,1791900,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.473,-0.502,-1.023,6.916,0.012,-0.012,1.759,-0.001,-0.327,0.039,-0.365,0.027,5.776,1791990,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.573,-1.265,0.589,6.198,0.08,-0.06,1.751,0.006,-0.289,0.011,-0.884,-0.046,5.972,1792090,,,-0.0022,0.579,-32.0,PhaseCorr: err=-0.0022 est_freq=0.5790 Hz corr=-32
2025/12/26 18:37:13.676,,,,,,,,,,,,,,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:13.677,-0.898,-1.089,5.742,0.119,-0.073,1.732,0.018,-0.265,0.002,-1.368,-0.063,5.982,1792190,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:13.773,-2.658,0.353,4.181,0.143,-0.075,1.685,0.021,-0.24,0.001,-1.698,-0.05,5.764,1792300,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:13.873,-0.622,0.093,4.719,0.148,-0.08,1.673,0.029,-0.234,-0.003,-1.889,-0.039,5.397,1792400,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:13.973,-1.415,0.374,4.484,0.124,-0.068,1.616,0.051,-0.217,-0.009,-1.806,-0.04,4.989,1792490,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.073,-0.749,-0.266,4.951,0.097,-0.099,1.583,0.012,-0.206,0.002,-1.533,0.052,4.729,1792590,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.173,-1.413,-0.357,5.206,0.077,-0.113,1.571,0.006,-0.2,0.006,-1.108,0.098,4.686,1792690,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.273,-0.222,0.165,5.764,0.059,-0.097,1.569,0.009,-0.194,0.001,-0.565,0.095,4.868,1792800,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.373,0.36,0.481,5.587,0.131,-0.084,1.533,-0.001,-0.235,-0.008,-0.116,0.074,5.14,1792900,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.473,0.253,-0.055,5.026,0.133,-0.089,1.519,0.012,-0.243,0.001,0.406,0.084,5.512,1792990,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.573,0.381,-0.229,5.084,0.15,-0.091,1.422,0.026,-0.303,0.009,0.708,0.087,5.676,1793090,,,-0.0081,0.578,-32.0,PhaseCorr: err=-0.0081 est_freq=0.5780 Hz corr=-32
2025/12/26 18:37:14.675,,,,,,,,,,,,,,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:14.677,1.346,0.386,5.467,0.139,-0.088,1.363,0.06,-0.339,0.029,0.912,0.114,5.752,1793190,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:14.773,1.266,-0.371,5.292,0.108,-0.097,1.295,0.053,-0.383,0.023,0.916,0.071,5.719,1793300,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:14.873,0.217,-0.462,5.264,0.117,-0.107,1.309,0.045,-0.373,0.016,0.872,0.015,5.663,1793400,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:14.973,0.026,0.018,5.474,0.117,-0.166,1.31,0.001,-0.373,-0.026,0.643,-0.141,5.617,1793490,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.073,1.039,0.714,6.349,0.147,-0.133,1.326,0.019,-0.355,-0.006,0.331,-0.119,5.634,1793590,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.173,-0.646,-0.301,6.058,0.156,-0.06,1.325,0.039,-0.35,0.031,-0.107,-0.027,5.642,1793690,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.273,-0.622,-0.05,6.075,0.207,-0.074,1.325,0.037,-0.323,0.023,-0.514,-0.058,5.714,1793800,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.373,-0.891,0.056,5.686,0.24,-0.086,1.307,0.044,-0.302,0.016,-0.917,-0.079,5.745,1793900,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.473,-1.176,0.081,5.326,0.281,-0.071,1.256,0.034,-0.268,0.026,-1.197,-0.04,5.648,1793990,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.573,-1.849,0.227,5.21,0.289,-0.071,1.205,0.007,-0.247,0.035,-1.382,0.015,5.486,1794090,,,-0.0018,0.5791,-32.0,PhaseCorr: err=-0.0018 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:15.676,,,,,,,,,,,,,,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:15.677,0.055,0.119,5.833,0.279,-0.064,1.151,0.049,-0.231,0.022,-1.414,-0.014,5.324,1794190,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:15.773,-1.282,-0.702,5.204,0.228,-0.058,1.085,0.054,-0.21,0.02,-1.254,0.004,5.233,1794300,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:15.873,-0.371,0.376,5.544,0.23,-0.028,1.088,0.071,-0.21,0.01,-1.059,-0.01,5.144,1794400,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:15.973,-0.198,-0.302,5.652,0.196,-0.044,1.076,0.068,-0.199,0.016,-0.7,0.039,5.16,1794490,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.073,-0.696,-0.189,5.109,0.206,-0.059,1.071,0.075,-0.205,0.024,-0.337,0.089,5.22,1794590,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.173,0.853,-0.333,5.607,0.214,-0.035,1.053,0.045,-0.217,0.002,0.029,0.053,5.328,1794690,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.273,-0.84,0.202,4.536,0.221,-0.038,1.034,0.051,-0.229,0.006,0.355,0.07,5.429,1794800,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.373,0.223,0.362,4.819,0.209,-0.028,0.973,0.056,-0.266,0.009,0.542,0.071,5.442,1794900,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.473,0.841,0.581,5.197,0.18,-0.03,0.907,0.052,-0.308,0.006,0.59,0.06,5.301,1794990,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.573,0.196,-0.039,5.073,0.122,-0.012,0.834,0.078,-0.361,0.025,0.469,0.096,5.201,1795090,,,-0.0125,0.5773,-32.0,PhaseCorr: err=-0.0125 est_freq=0.5773 Hz corr=-32
2025/12/26 18:37:16.676,,,,,,,,,,,,,,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:16.677,-0.115,-0.463,5.318,0.118,-0.022,0.833,0.069,-0.364,0.016,0.356,0.056,5.24,1795200,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:16.773,0.638,-0.236,5.837,0.104,-0.077,0.823,0.042,-0.374,-0.015,0.125,-0.06,5.309,1795300,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:16.873,-0.63,0.735,5.673,0.129,-0.046,0.833,0.055,-0.36,0.001,-0.099,-0.036,5.476,1795400,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:16.973,-0.161,-0.649,6.074,0.165,-0.047,0.835,0.048,-0.341,0.001,-0.349,-0.054,5.631,1795490,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.073,-1.306,-0.364,5.767,0.202,-0.066,0.818,0.056,-0.318,-0.009,-0.587,-0.095,5.752,1795590,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.173,-0.053,0.117,6.054,0.205,-0.071,0.812,0.07,-0.315,-0.016,-0.845,-0.115,5.778,1795690,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.273,-0.949,0.647,5.857,0.229,-0.065,0.762,0.054,-0.289,-0.008,-0.961,-0.078,5.769,1795800,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.373,0.064,0.411,6.007,0.217,-0.071,0.683,0.029,-0.264,-0.001,-0.963,-0.024,5.702,1795900,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.473,-0.48,-0.407,5.723,0.185,-0.097,0.635,-0.012,-0.249,0.011,-0.902,0.065,5.612,1795990,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.573,-0.855,-0.227,5.437,0.147,-0.088,0.603,-0.005,-0.236,0.008,-0.757,0.076,5.525,1796090,,,-0.0015,0.5791,-32.0,PhaseCorr: err=-0.0015 est_freq=0.5791 Hz corr=-32
2025/12/26 18:37:17.676,,,,,,,,,,,,,,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:17.677,-0.028,-0.485,5.425,0.115,-0.058,0.598,0.004,-0.225,-0.001,-0.559,0.05,5.44,1796190,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:17.773,-0.546,0.81,5.03,0.085,-0.087,0.6,0.01,-0.213,0.011,-0.312,0.098,5.35,1796300,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:17.873,1.365,0.413,5.98,0.077,-0.108,0.597,0.035,-0.211,0.03,-0.086,0.144,5.262,1796400,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:17.973,-0.291,-0.013,5.048,0.053,-0.106,0.676,0.027,-0.161,0.025,0.234,0.124,5.272,1796490,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.073,0.426,-0.004,4.998,0.055,-0.106,0.63,0.063,-0.189,0.047,0.336,0.154,5.224,1796590,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.173,-0.273,0.334,4.648,0.049,-0.099,0.618,0.08,-0.197,0.057,0.407,0.151,5.162,1796690,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.273,1.118,-0.033,5.534,0.02,-0.086,0.589,0.103,-0.22,0.073,0.358,0.155,5.122,1796800,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.373,-0.597,0.057,5.09,0.055,-0.08,0.614,0.109,-0.196,0.077,0.346,0.123,5.182,1796900,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.473,0.375,0.897,5.793,-0.008,-0.087,0.577,0.103,-0.236,0.072,0.091,0.06,5.276,1796990,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.573,-0.016,0.145,5.668,0.044,-0.073,0.599,0.106,-0.207,0.078,-0.013,0.034,5.466,1797090,,,-0.0104,0.5777,-32.0,PhaseCorr: err=-0.0104 est_freq=0.5777 Hz corr=-32
2025/12/26 18:37:18.676,,,,,,,,,,,,,,,,0.0005,0.5794,-320.0,PhaseCorr: err=0.0005 est_freq=0.5794 Hz corr=-320
2025/12/26 18:37:18.677,-0.887,-0.714,5.525,0.054,-0.029,0.599,0.112,-0.202,0.101,-0.213,0.059,5.627,1797190,,,0.0005,0.5794,-320.0,PhaseCorr: err=0.0005 est_freq=0.5794 Hz corr=-320
