Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/15 20:12:39.842,-2.118,0.085,-23.275,0.638,-0.095,-0.604,-1.432,-1.065,0.825,-1.356,-0.52,-11.542,1206640,,
2025/12/15 20:12:39.942,-2.091,0.096,-23.257,0.471,-0.008,-0.719,-1.369,-1.182,0.888,-1.358,-0.086,-13.512,1206730,,
2025/12/15 20:12:40.043,-2.096,0.08,-23.295,0.292,-0.016,-0.804,-1.371,-1.284,0.884,-1.347,0.308,-14.657,1206830,,
2025/12/15 20:12:40.143,-2.078,0.119,-23.285,0.122,-0.103,-0.851,-1.393,-1.371,0.84,-1.298,0.656,-14.851,1206940,,
2025/12/15 20:12:40.243,-2.097,0.083,-23.285,-0.038,-0.241,-0.844,-1.386,-1.458,0.765,-1.24,0.953,-14.535,1207040,,
2025/12/15 20:12:40.342,-2.105,0.09,-23.294,-0.173,-0.391,-0.778,-1.311,-1.543,0.67,-1.196,1.178,-14.044,1207140,,
2025/12/15 20:12:40.445,-2.114,0.098,-23.295,-0.262,-0.503,-0.66,-1.161,-1.619,0.574,-1.186,1.315,-13.64,1207240,,
2025/12/15 20:12:40.542,-2.109,0.102,-23.294,-0.288,-0.538,-0.513,-0.958,-1.679,0.492,-1.222,1.343,-13.565,1207340,,
2025/12/15 20:12:40.642,-2.097,0.091,-23.3,-0.251,-0.485,-0.37,-0.75,-1.723,0.428,-1.311,1.257,-13.965,1207440,,
2025/12/15 20:12:40.743,-2.107,0.091,-23.279,-0.174,-0.37,-0.26,-0.586,-1.756,0.378,-1.443,1.072,-14.82,1207540,,
