Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/12/10 17:05:55.478,-0.541,0.768,7.18,1.135,-0.198,0.552,-0.064,-0.373,-0.008,-0.661,0.066,5.401,628240,,
2025/12/10 17:05:55.578,0.797,0.548,7.321,1.132,-0.111,0.55,0.046,-0.376,0.076,-0.193,0.154,6.623,628340,,
2025/12/10 17:05:55.678,1.707,0.014,6.509,1.205,-0.112,0.631,0.04,-0.308,0.076,0.406,0.109,7.406,628440,,
2025/12/10 17:05:55.778,0.944,-0.456,4.458,1.463,-0.224,0.828,-0.042,-0.091,-0.016,1.289,-0.152,7.304,628540,,
2025/12/10 17:05:55.878,1.216,-0.264,3.816,1.334,-0.183,0.762,-0.017,-0.171,0.014,1.326,-0.132,6.02,628640,,
2025/12/10 17:05:55.978,1.775,-0.416,4.521,1.207,-0.216,0.712,-0.03,-0.232,-0.001,1.151,-0.214,4.887,628740,,
2025/12/10 17:05:56.078,0.99,0.27,4.999,1.274,-0.132,0.726,-0.016,-0.198,0.041,1.07,-0.091,4.458,628840,,
2025/12/10 17:05:56.178,0.72,-0.027,5.948,1.382,-0.204,0.702,-0.024,-0.134,0.003,0.883,-0.176,4.591,628940,,
2025/12/10 17:05:56.278,1.22,-0.435,7.417,1.439,-0.224,0.668,-0.006,-0.095,-0.011,0.484,-0.168,5.041,629040,,
2025/12/10 17:05:56.381,-0.967,-0.802,6.637,1.482,-0.258,0.536,0.101,-0.038,-0.056,0.094,-0.256,5.784,629140,,
2025/12/10 17:05:56.478,-1.561,0.057,5.699,1.485,-0.242,0.55,0.091,-0.041,-0.049,-0.509,-0.154,6.341,629240,,
2025/12/10 17:05:56.578,-1.73,-0.344,4.871,1.526,-0.268,0.591,0.057,-0.048,-0.043,-1.092,-0.013,6.418,629340,,
2025/12/10 17:05:56.678,-1.911,0.003,4.564,1.519,-0.253,0.58,0.067,-0.047,-0.047,-1.469,0.063,5.933,629440,,
2025/12/10 17:05:56.778,-0.911,-0.131,5.0,1.488,-0.229,0.586,0.064,-0.034,-0.057,-1.623,0.113,5.334,629540,,
2025/12/10 17:05:56.878,-1.636,-0.263,4.52,1.377,-0.231,0.646,0.068,0.035,-0.055,-1.408,0.166,4.929,629640,,
2025/12/10 17:05:56.978,-1.052,0.929,5.145,1.435,-0.189,0.58,0.015,-0.02,-0.098,-1.259,0.088,4.647,629740,,
2025/12/10 17:05:57.078,-0.098,0.252,6.167,1.439,-0.178,0.494,0.171,-0.078,0.004,-0.942,0.25,4.747,629840,,
2025/12/10 17:05:57.178,-0.33,0.205,6.135,1.469,-0.199,0.562,0.048,-0.03,-0.076,-0.33,0.07,5.351,629940,,
2025/12/10 17:05:57.278,0.231,0.364,6.315,1.338,-0.175,0.34,0.095,-0.191,-0.043,-0.097,0.081,5.866,630040,,
2025/12/10 17:05:57.381,0.932,-0.258,6.161,1.208,-0.134,0.225,0.129,-0.304,-0.007,0.152,0.092,6.225,630140,,
2025/12/10 17:05:57.478,0.341,-0.209,5.406,1.287,-0.24,0.28,0.064,-0.241,-0.084,0.692,-0.161,6.425,630240,,
2025/12/10 17:05:57.578,0.809,-0.682,5.194,1.288,-0.14,0.282,0.115,-0.239,-0.022,0.973,-0.069,6.163,630340,,
2025/12/10 17:05:57.678,1.068,-0.066,5.13,1.209,-0.203,0.252,0.099,-0.278,-0.051,0.955,-0.225,5.772,630440,,
2025/12/10 17:05:57.778,1.219,-0.404,5.472,1.31,-0.117,0.276,0.098,-0.229,-0.005,1.033,-0.135,5.58,630540,,
2025/12/10 17:05:57.878,0.381,0.152,5.426,1.37,-0.147,0.25,0.103,-0.19,-0.022,0.882,-0.201,5.432,630640,,
2025/12/10 17:05:57.978,1.137,0.231,6.488,1.376,-0.153,0.216,0.107,-0.179,-0.026,0.522,-0.206,5.443,630740,,
2025/12/10 17:05:58.078,0.487,-0.344,6.445,1.384,-0.152,0.122,0.06,-0.149,-0.013,0.151,-0.117,5.621,630840,,
2025/12/10 17:05:58.178,-0.849,0.223,6.199,1.354,-0.147,0.009,0.087,-0.125,-0.019,-0.231,-0.096,5.89,630940,,
2025/12/10 17:05:58.278,-0.69,-0.093,5.857,1.328,-0.134,-0.032,0.114,-0.118,-0.023,-0.664,-0.068,6.003,631040,,
2025/12/10 17:05:58.381,-1.127,0.092,5.337,1.261,-0.107,-0.094,0.127,-0.105,-0.029,-0.967,-0.037,6.029,631140,,
2025/12/10 17:05:58.478,-1.699,-0.243,4.89,1.186,-0.093,-0.099,0.123,-0.077,-0.036,-1.147,0.006,5.731,631240,,
2025/12/10 17:05:58.578,-0.862,-0.284,5.12,1.196,-0.085,-0.091,0.08,-0.077,-0.061,-1.273,0.024,5.329,631340,,
2025/12/10 17:05:58.678,-0.663,-0.354,5.159,1.168,-0.109,-0.006,0.138,-0.016,-0.02,-1.102,0.131,5.003,631440,,
2025/12/10 17:05:58.778,-0.6,0.865,5.669,1.192,-0.116,-0.015,0.124,-0.023,-0.029,-0.897,0.14,4.85,631540,,
2025/12/10 17:05:58.878,-0.049,0.334,6.014,1.188,-0.057,-0.03,0.192,-0.034,0.021,-0.559,0.219,5.029,631640,,
2025/12/10 17:05:58.978,-0.054,0.652,6.375,1.11,-0.089,-0.12,0.14,-0.105,-0.015,-0.286,0.128,5.497,631740,,
2025/12/10 17:05:59.078,-0.151,0.102,5.993,1.101,-0.117,-0.136,0.108,-0.114,-0.043,0.104,0.022,6.083,631840,,
2025/12/10 17:05:59.178,1.232,0.047,6.253,0.958,-0.086,-0.217,0.134,-0.212,-0.013,0.237,0.033,6.209,631940,,
2025/12/10 17:05:59.278,0.68,0.154,5.72,0.892,-0.065,-0.249,0.144,-0.249,-0.001,0.417,0.008,6.16,632040,,
2025/12/10 17:05:59.381,0.044,0.641,5.157,0.897,-0.077,-0.245,0.135,-0.246,-0.006,0.616,-0.067,6.039,632140,,
2025/12/10 17:05:59.478,1.431,-0.076,5.87,0.866,-0.03,-0.237,0.128,-0.265,0.02,0.632,-0.041,5.833,632240,,
2025/12/10 17:05:59.578,0.806,-0.159,5.782,0.931,-0.072,-0.274,0.155,-0.221,-0.008,0.691,-0.159,5.783,632340,,
2025/12/10 17:05:59.678,0.297,-0.222,5.591,0.94,-0.066,-0.3,0.155,-0.21,-0.005,0.542,-0.173,5.726,632440,,
2025/12/10 17:05:59.778,0.776,-0.519,6.005,0.936,-0.057,-0.275,0.144,-0.218,0.001,0.22,-0.151,5.624,632540,,
2025/12/10 17:05:59.878,-0.879,-0.543,5.625,0.923,-0.057,-0.332,0.133,-0.206,0.003,-0.06,-0.115,5.661,632640,,
2025/12/10 17:05:59.978,-1.24,0.145,5.482,0.918,-0.009,-0.35,0.175,-0.204,-0.007,-0.408,-0.149,5.673,632740,,
2025/12/10 17:06:00.078,-0.561,-0.045,5.506,0.862,-0.071,-0.395,0.161,-0.194,0.011,-0.665,-0.023,5.773,632840,,
2025/12/10 17:06:00.178,-1.113,0.331,5.057,0.783,-0.066,-0.382,0.168,-0.158,0.013,-0.825,0.036,5.683,632940,,
2025/12/10 17:06:00.278,-0.056,0.137,5.15,0.756,-0.016,-0.326,0.129,-0.118,-0.024,-0.91,0.009,5.478,633040,,
